Season,TeamID,GamesPlayed,Win%,MoV,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,OR,DR,AST,TO,STL,BLK,PF
2003,1120,30,0.6333333333333333,16.157894736842106,771,1641,0.46983546617915906,169,490,0.3448979591836735,392,592,0.6621621621621622,11.933333333333334,22.566666666666666,402,477,241,149,491
2003,1122,27,0.7407407407407407,7.85,636,1406,0.4523470839260313,162,464,0.34913793103448276,448,648,0.691358024691358,10.62962962962963,24.22222222222222,362,411,190,126,504
2003,1123,30,0.43333333333333335,10.538461538461538,778,1814,0.4288864388092613,161,500,0.322,482,664,0.7259036144578314,13.166666666666666,21.733333333333334,315,385,156,66,686
2003,1133,29,0.3793103448275862,13.454545454545455,717,1643,0.43639683505782106,185,515,0.3592233009708738,478,679,0.7039764359351989,11.0,23.24137931034483,364,411,216,49,590
2003,1139,29,0.8275862068965517,11.5,698,1469,0.47515316541865216,246,634,0.38801261829652994,347,480,0.7229166666666667,7.827586206896552,20.379310344827587,376,302,184,54,466
2003,1140,31,0.7419354838709677,14.652173913043478,745,1589,0.46884833228445566,192,500,0.384,564,749,0.753004005340454,10.870967741935484,24.419354838709676,416,426,215,78,664
2003,1141,29,0.7931034482758621,11.173913043478262,772,1528,0.5052356020942408,198,520,0.38076923076923075,559,730,0.7657534246575343,10.586206896551724,23.275862068965516,453,529,206,116,608
2003,1148,28,0.5357142857142857,9.533333333333333,684,1479,0.46247464503042596,150,399,0.37593984962406013,373,499,0.7474949899799599,11.5,21.892857142857142,321,433,162,46,435
2003,1150,29,0.4482758620689655,11.846153846153847,691,1744,0.39621559633027525,231,694,0.33285302593659943,372,587,0.6337308347529813,14.655172413793103,23.275862068965516,421,398,246,59,532
2003,1151,28,0.6785714285714286,11.157894736842104,770,1608,0.47885572139303484,209,567,0.36860670194003525,486,640,0.759375,12.607142857142858,23.071428571428573,453,461,200,89,520
2003,1157,26,0.4230769230769231,10.181818181818182,621,1429,0.4345696291112666,153,415,0.3686746987951807,354,483,0.7329192546583851,13.346153846153847,22.115384615384617,318,438,162,41,551
2003,1158,29,0.7586206896551724,9.272727272727273,734,1683,0.43612596553773025,263,673,0.39078751857355126,396,578,0.6851211072664359,10.89655172413793,23.93103448275862,419,408,213,127,549
2003,1160,31,0.6451612903225806,14.0,843,1901,0.44345081536033665,154,473,0.32558139534883723,501,742,0.6752021563342318,14.483870967741936,27.967741935483872,415,434,190,206,549
2003,1165,26,0.3076923076923077,8.625,555,1306,0.42496171516079634,162,483,0.33540372670807456,286,449,0.6369710467706013,9.307692307692308,22.153846153846153,336,402,190,55,477
2003,1179,28,0.2857142857142857,8.625,609,1356,0.4491150442477876,153,444,0.34459459459459457,414,566,0.7314487632508834,8.25,22.392857142857142,358,403,109,45,481
2003,1187,25,0.4,13.0,568,1404,0.4045584045584046,106,394,0.26903553299492383,333,482,0.6908713692946058,12.84,24.76,298,320,119,91,433
2003,1191,28,0.42857142857142855,8.666666666666666,670,1386,0.4834054834054834,164,419,0.3914081145584726,456,625,0.7296,8.785714285714286,23.071428571428573,441,446,151,95,557
2003,1200,28,0.07142857142857142,8.0,648,1572,0.4122137404580153,192,575,0.3339130434782609,322,521,0.6180422264875239,11.464285714285714,22.357142857142858,339,489,208,92,591
2003,1207,29,0.5172413793103449,18.866666666666667,766,1782,0.4298540965207632,136,415,0.327710843373494,545,743,0.7335127860026918,14.03448275862069,25.517241379310345,450,462,275,183,644
2003,1211,31,0.7419354838709677,14.173913043478262,808,1719,0.4700407213496219,222,591,0.3756345177664975,551,764,0.7212041884816754,11.935483870967742,25.322580645161292,488,451,211,109,578
2003,1217,26,0.4230769230769231,7.909090909090909,661,1546,0.42755498059508407,202,546,0.36996336996337,312,460,0.6782608695652174,12.923076923076923,24.807692307692307,401,440,194,62,530
2003,1218,29,0.6206896551724138,10.333333333333334,723,1592,0.45414572864321606,153,438,0.3493150684931507,426,620,0.6870967741935484,11.482758620689655,22.482758620689655,471,427,197,90,518
2003,1219,27,0.25925925925925924,7.857142857142857,674,1519,0.4437129690585912,146,438,0.3333333333333333,356,549,0.6484517304189436,11.962962962962964,21.48148148148148,321,437,200,54,493
2003,1232,31,0.22580645161290322,10.428571428571429,644,1636,0.39364303178484106,150,434,0.3456221198156682,311,454,0.6850220264317181,9.935483870967742,20.838709677419356,381,413,202,86,570
2003,1241,29,0.41379310344827586,8.833333333333334,695,1620,0.42901234567901236,182,550,0.33090909090909093,357,532,0.6710526315789473,11.448275862068966,23.03448275862069,370,435,171,148,579
2003,1247,29,0.41379310344827586,11.583333333333334,655,1650,0.396969696969697,183,551,0.33212341197822143,488,668,0.7305389221556886,13.03448275862069,22.586206896551722,331,416,184,60,612
2003,1250,26,0.5384615384615384,11.357142857142858,581,1356,0.4284660766961652,137,391,0.35038363171355497,361,495,0.7292929292929293,10.192307692307692,24.076923076923077,312,366,184,79,490
2003,1258,30,0.36666666666666664,9.363636363636363,728,1702,0.42773207990599293,121,395,0.30632911392405066,534,753,0.7091633466135459,11.966666666666667,21.8,431,482,235,123,669
2003,1261,31,0.6774193548387096,20.142857142857142,831,1707,0.4868189806678383,209,545,0.3834862385321101,399,616,0.6477272727272727,10.612903225806452,24.516129032258064,508,430,248,129,507
2003,1265,29,0.4482758620689655,6.538461538461538,701,1714,0.4089848308051342,225,610,0.36885245901639346,442,568,0.778169014084507,10.96551724137931,23.724137931034484,402,390,199,103,488
2003,1267,28,0.4642857142857143,11.923076923076923,697,1488,0.46841397849462363,176,486,0.36213991769547327,444,574,0.7735191637630662,8.392857142857142,23.678571428571427,386,403,169,103,542
2003,1277,31,0.6129032258064516,14.789473684210526,714,1584,0.45075757575757575,152,415,0.36626506024096384,504,686,0.7346938775510204,10.67741935483871,24.258064516129032,422,451,198,115,621
2003,1281,31,0.6774193548387096,13.285714285714286,811,1835,0.4419618528610354,232,650,0.3569230769230769,371,563,0.6589698046181173,13.483870967741936,25.903225806451612,426,422,177,134,523
2003,1298,26,0.2692307692307692,9.857142857142858,542,1316,0.41185410334346506,150,455,0.32967032967032966,321,490,0.6551020408163265,10.653846153846153,21.692307692307693,321,448,183,66,517
2003,1301,30,0.6,15.055555555555555,730,1600,0.45625,239,675,0.3540740740740741,473,614,0.7703583061889251,9.733333333333333,22.033333333333335,440,426,233,92,560
2003,1308,28,0.6785714285714286,12.210526315789474,720,1609,0.44748290863890616,163,470,0.3468085106382979,444,602,0.7375415282392026,12.321428571428571,23.571428571428573,349,376,185,113,458
2003,1317,26,0.19230769230769232,5.2,633,1505,0.4205980066445183,149,449,0.33184855233853006,380,535,0.7102803738317757,12.038461538461538,23.884615384615383,333,450,162,97,575
2003,1320,27,0.37037037037037035,8.5,619,1383,0.4475777295733912,210,558,0.3763440860215054,311,458,0.6790393013100436,8.11111111111111,22.85185185185185,376,358,134,47,446
2003,1321,29,0.41379310344827586,12.166666666666666,624,1455,0.4288659793814433,199,631,0.3153724247226624,369,529,0.6975425330812854,9.551724137931034,20.17241379310345,429,373,200,81,513
2003,1328,30,0.8,15.541666666666666,758,1696,0.44693396226415094,224,569,0.3936731107205624,395,558,0.7078853046594982,12.133333333333333,24.966666666666665,425,354,208,113,558
2003,1329,29,0.6896551724137931,13.8,715,1607,0.44492843808338517,141,376,0.375,422,648,0.6512345679012346,12.379310344827585,24.06896551724138,355,425,255,162,584
2003,1340,25,0.16,9.5,487,1233,0.39497161394971614,117,357,0.3277310924369748,335,499,0.6713426853707415,10.0,22.36,249,451,128,67,505
2003,1343,26,0.5769230769230769,10.266666666666667,602,1298,0.4637904468412943,200,585,0.3418803418803419,292,425,0.6870588235294117,8.346153846153847,20.307692307692307,379,307,189,44,466
2003,1345,28,0.6428571428571429,16.77777777777778,665,1523,0.4366382140512147,143,434,0.3294930875576037,536,714,0.7507002801120448,10.392857142857142,23.464285714285715,343,387,201,82,555
2003,1348,29,0.6206896551724138,7.833333333333333,710,1779,0.3991006183249016,157,514,0.30544747081712065,472,706,0.6685552407932012,15.379310344827585,23.0,384,398,239,70,588
2003,1349,27,0.6296296296296297,12.470588235294118,682,1480,0.4608108108108108,169,436,0.3876146788990826,434,582,0.7457044673539519,10.777777777777779,23.51851851851852,413,446,218,87,553
2003,1350,28,0.5357142857142857,15.2,641,1539,0.41650422352176736,186,545,0.3412844036697248,372,530,0.7018867924528301,11.142857142857142,22.285714285714285,365,343,185,111,511
2003,1352,26,0.34615384615384615,8.88888888888889,657,1402,0.4686162624821683,187,498,0.3755020080321285,343,478,0.7175732217573222,9.5,21.03846153846154,302,352,140,55,479
2003,1365,27,0.4444444444444444,6.25,605,1446,0.41839557399723376,163,467,0.3490364025695932,361,531,0.67984934086629,11.814814814814815,24.074074074074073,323,409,149,50,521
2003,1373,29,0.6551724137931034,10.736842105263158,731,1689,0.43280047365304913,175,490,0.35714285714285715,545,756,0.7208994708994709,14.620689655172415,24.96551724137931,410,464,206,95,603
2003,1375,26,0.46153846153846156,11.5,647,1491,0.4339369550637156,199,556,0.3579136690647482,336,485,0.6927835051546392,10.76923076923077,19.807692307692307,324,332,217,28,481
2003,1379,29,0.4482758620689655,8.0,675,1641,0.4113345521023766,117,411,0.2846715328467153,472,687,0.6870451237263464,12.931034482758621,24.82758620689655,381,447,184,99,550
2003,1382,27,0.48148148148148145,12.307692307692308,753,1773,0.42470389170896783,271,729,0.3717421124828532,369,486,0.7592592592592593,12.851851851851851,21.62962962962963,417,335,220,63,539
2003,1384,28,0.5,8.357142857142858,681,1565,0.4351437699680511,172,479,0.35908141962421714,378,557,0.6786355475763016,10.0,22.214285714285715,377,435,210,65,496
2003,1394,26,0.4230769230769231,11.727272727272727,691,1544,0.4475388601036269,105,333,0.3153153153153153,465,634,0.7334384858044164,12.461538461538462,23.192307692307693,343,443,200,57,503
2003,1395,28,0.32142857142857145,9.777777777777779,726,1707,0.4253075571177504,198,613,0.32300163132137033,496,728,0.6813186813186813,13.107142857142858,25.214285714285715,403,432,194,59,588
2003,1397,28,0.6071428571428571,10.411764705882353,672,1472,0.45652173913043476,175,471,0.37154989384288745,401,551,0.7277676950998185,11.107142857142858,24.464285714285715,441,422,166,92,494
2003,1403,30,0.6,16.166666666666668,853,1826,0.46714129244249725,101,314,0.321656050955414,399,604,0.6605960264900662,11.7,22.9,490,330,258,75,496
2003,1404,24,0.4166666666666667,10.1,644,1410,0.45673758865248226,180,542,0.33210332103321033,312,461,0.6767895878524945,10.291666666666666,21.708333333333332,377,369,203,65,490
2003,1412,30,0.6,14.5,850,1918,0.443169968717414,192,592,0.32432432432432434,418,622,0.6720257234726688,12.533333333333333,22.066666666666666,447,436,354,81,635
2003,1425,30,0.43333333333333335,14.538461538461538,829,1989,0.4167923579688286,186,575,0.3234782608695652,451,645,0.6992248062015504,15.533333333333333,23.1,411,446,275,105,655
2003,1427,26,0.34615384615384615,8.777777777777779,559,1394,0.40100430416068866,178,534,0.3333333333333333,424,598,0.7090301003344481,9.692307692307692,24.115384615384617,313,428,131,59,527
2003,1428,30,0.7666666666666667,11.434782608695652,695,1522,0.45663600525624176,215,563,0.38188277087033745,397,564,0.7039007092198581,10.133333333333333,23.2,396,381,140,113,603
2003,1435,29,0.3793103448275862,15.0,717,1640,0.4371951219512195,181,551,0.32849364791288566,383,551,0.6950998185117967,10.482758620689655,22.689655172413794,413,465,226,114,558
2003,1436,29,0.6551724137931034,12.052631578947368,720,1620,0.4444444444444444,153,449,0.34075723830734966,373,567,0.6578483245149912,12.96551724137931,25.724137931034484,412,408,199,86,461
2003,1437,30,0.5,12.266666666666667,745,1772,0.4204288939051919,200,573,0.34904013961605584,476,668,0.7125748502994012,14.7,23.7,392,481,225,102,627
2003,1438,29,0.4827586206896552,8.928571428571429,763,1709,0.446459918080749,217,580,0.3741379310344828,385,585,0.6581196581196581,13.275862068965518,24.517241379310345,412,471,165,122,584
2003,1451,29,0.8620689655172413,9.44,714,1533,0.4657534246575342,177,528,0.3352272727272727,547,745,0.7342281879194631,10.344827586206897,22.75862068965517,414,361,196,19,547
2003,1452,29,0.4827586206896552,8.785714285714286,710,1577,0.45022194039315155,203,593,0.342327150084317,314,489,0.6421267893660532,8.655172413793103,21.551724137931036,436,384,187,105,460
2003,1112,28,0.8928571428571429,17.28,849,1840,0.46141304347826084,197,562,0.3505338078291815,491,700,0.7014285714285714,15.178571428571429,27.642857142857142,494,414,237,118,497
2003,1124,28,0.5,15.071428571428571,661,1624,0.40701970443349755,254,743,0.34185733512786004,356,491,0.725050916496945,11.714285714285714,23.178571428571427,398,372,233,83,441
2003,1127,27,0.5185185185185185,12.857142857142858,649,1544,0.42033678756476683,207,592,0.34966216216216217,292,432,0.6759259259259259,11.703703703703704,24.22222222222222,343,407,174,175,493
2003,1131,30,0.6666666666666666,12.4,709,1647,0.4304796599878567,197,580,0.3396551724137931,428,576,0.7430555555555556,11.0,24.4,407,401,171,104,605
2003,1143,29,0.7241379310344828,10.380952380952381,793,1703,0.46564885496183206,186,494,0.3765182186234818,388,566,0.6855123674911661,11.241379310344827,24.379310344827587,464,411,190,81,496
2003,1145,28,0.35714285714285715,11.9,739,1684,0.43883610451306415,166,483,0.34368530020703936,323,458,0.7052401746724891,11.5,25.25,438,401,228,95,542
2003,1153,28,0.6071428571428571,14.176470588235293,641,1587,0.4039067422810334,187,546,0.3424908424908425,416,603,0.6898839137645107,12.142857142857142,23.392857142857142,344,297,145,119,531
2003,1163,30,0.7,16.904761904761905,886,1866,0.47481243301178994,182,471,0.386411889596603,447,663,0.6742081447963801,14.766666666666667,27.9,469,474,178,232,552
2003,1177,28,0.5714285714285714,13.3125,654,1487,0.4398117014122394,124,373,0.3324396782841823,445,612,0.7271241830065359,12.321428571428571,24.607142857142858,360,407,161,59,509
2003,1178,29,0.5862068965517241,15.352941176470589,771,1603,0.4809731752963194,131,378,0.34656084656084657,385,547,0.7038391224862889,10.89655172413793,22.310344827586206,388,347,186,74,556
2003,1181,30,0.8,16.416666666666668,821,1810,0.4535911602209945,220,618,0.3559870550161812,597,842,0.7090261282660333,13.766666666666667,23.1,415,421,255,154,638
2003,1185,26,0.46153846153846156,8.0,695,1508,0.4608753315649867,125,410,0.3048780487804878,483,750,0.644,12.653846153846153,24.307692307692307,383,395,157,82,566
2003,1198,28,0.25,12.428571428571429,596,1462,0.4076607387140903,104,338,0.3076923076923077,381,624,0.6105769230769231,13.714285714285714,20.857142857142858,266,444,217,57,538
2003,1208,27,0.7037037037037037,11.421052631578947,770,1659,0.4641350210970464,181,476,0.3802521008403361,417,584,0.714041095890411,12.814814814814815,24.59259259259259,484,312,206,118,464
2003,1209,28,0.4642857142857143,13.461538461538462,746,1646,0.4532199270959903,171,511,0.33463796477495106,387,545,0.710091743119266,11.5,22.178571428571427,372,407,213,138,480
2003,1210,28,0.5,17.928571428571427,757,1695,0.44660766961651915,159,458,0.3471615720524017,401,592,0.6773648648648649,14.035714285714286,24.75,436,425,226,150,520
2003,1225,27,0.4444444444444444,6.666666666666667,596,1450,0.4110344827586207,146,442,0.33031674208144796,333,474,0.7025316455696202,11.851851851851851,22.77777777777778,325,372,160,81,450
2003,1226,27,0.48148148148148145,7.230769230769231,698,1575,0.44317460317460317,148,437,0.33867276887871856,362,562,0.6441281138790036,11.25925925925926,22.555555555555557,385,404,217,92,537
2003,1233,29,0.5862068965517241,10.941176470588236,758,1645,0.460790273556231,166,453,0.36644591611479027,492,687,0.7161572052401747,11.137931034482758,24.20689655172414,477,445,238,126,591
2003,1240,29,0.6551724137931034,10.526315789473685,768,1697,0.4525633470830878,225,601,0.37437603993344426,414,611,0.6775777414075287,12.482758620689655,21.310344827586206,441,430,277,76,615
2003,1257,30,0.8,18.333333333333332,839,1825,0.45972602739726026,253,702,0.3603988603988604,524,753,0.6958831341301461,13.2,25.1,498,401,216,142,680
2003,1259,28,0.14285714285714285,7.25,543,1377,0.39433551198257083,150,472,0.3177966101694915,417,608,0.6858552631578947,10.0,22.071428571428573,267,489,155,74,512
2003,1273,28,0.7857142857142857,12.409090909090908,768,1629,0.4714548802946593,188,497,0.3782696177062374,462,666,0.6936936936936937,13.964285714285714,26.0,459,465,185,119,481
2003,1274,28,0.39285714285714285,14.909090909090908,692,1627,0.4253226797787339,171,513,0.3333333333333333,401,559,0.7173524150268337,13.214285714285714,23.142857142857142,393,463,272,119,559
2003,1319,26,0.5,10.307692307692308,671,1475,0.4549152542372881,212,548,0.38686131386861317,310,484,0.640495867768595,10.461538461538462,24.923076923076923,389,431,132,77,515
2003,1335,27,0.8148148148148148,15.681818181818182,648,1391,0.46585190510424157,243,590,0.411864406779661,356,507,0.7021696252465484,9.333333333333334,24.185185185185187,401,351,194,58,480
2003,1338,30,0.8666666666666667,19.26923076923077,806,1605,0.5021806853582554,191,533,0.35834896810506567,435,684,0.6359649122807017,11.3,25.366666666666667,533,453,242,123,539
2003,1341,29,0.5862068965517241,6.588235294117647,714,1630,0.43803680981595094,144,457,0.3150984682713348,470,673,0.6983655274888558,10.758620689655173,26.551724137931036,344,425,192,44,570
2003,1344,29,0.5517241379310345,13.9375,721,1670,0.43173652694610776,192,566,0.3392226148409894,456,580,0.7862068965517242,12.137931034482758,22.620689655172413,430,415,253,166,504
2003,1351,28,0.42857142857142855,8.083333333333334,667,1596,0.41791979949874686,194,643,0.30171073094867806,347,473,0.733615221987315,10.964285714285714,22.821428571428573,370,375,203,97,504
2003,1360,28,0.6071428571428571,11.647058823529411,706,1499,0.47098065376917947,194,505,0.38415841584158417,485,737,0.6580732700135685,11.535714285714286,26.357142857142858,459,509,151,96,564
2003,1371,29,0.5862068965517241,11.941176470588236,707,1637,0.43188759926695175,136,427,0.3185011709601874,419,606,0.6914191419141914,12.379310344827585,23.79310344827586,386,430,215,95,564
2003,1386,29,0.7931034482758621,16.043478260869566,703,1578,0.44550063371356147,233,634,0.3675078864353312,409,599,0.6828046744574291,11.172413793103448,24.137931034482758,406,375,209,161,544
2003,1392,26,0.4230769230769231,8.272727272727273,583,1341,0.43475018642803875,113,337,0.3353115727002967,392,571,0.6865148861646234,11.153846153846153,21.192307692307693,322,409,177,56,446
2003,1409,31,0.7096774193548387,14.136363636363637,818,1768,0.4626696832579186,206,568,0.3626760563380282,437,601,0.7271214642262895,11.161290322580646,25.806451612903224,458,444,235,155,537
2003,1418,28,0.6785714285714286,13.578947368421053,765,1637,0.46731826511912034,190,587,0.32367972742759793,409,620,0.6596774193548387,12.892857142857142,22.964285714285715,415,432,223,110,526
2003,1420,27,0.25925925925925924,11.428571428571429,627,1454,0.4312242090784044,97,346,0.28034682080924855,352,525,0.6704761904761904,12.0,23.0,359,437,199,74,511
2003,1429,30,0.7333333333333333,10.318181818181818,711,1558,0.4563543003851091,121,364,0.3324175824175824,436,607,0.7182866556836903,12.633333333333333,22.366666666666667,417,367,152,60,483
2003,1440,27,0.2962962962962963,7.25,640,1568,0.40816326530612246,132,467,0.2826552462526767,307,475,0.6463157894736842,11.666666666666666,23.555555555555557,388,406,173,95,556
2003,1442,26,0.19230769230769232,3.8,605,1415,0.4275618374558304,159,497,0.3199195171026157,306,460,0.6652173913043479,10.807692307692308,21.03846153846154,397,416,137,56,481
2003,1444,29,0.6551724137931034,14.68421052631579,706,1630,0.4331288343558282,168,498,0.3373493975903614,446,645,0.6914728682170542,13.413793103448276,21.586206896551722,370,394,260,74,576
2003,1450,27,0.25925925925925924,8.857142857142858,667,1645,0.4054711246200608,230,641,0.358814352574103,342,486,0.7037037037037037,13.074074074074074,22.444444444444443,375,434,155,81,566
2003,1453,28,0.32142857142857145,12.0,651,1513,0.43027098479841375,145,379,0.38258575197889183,455,621,0.7326892109500805,12.5,24.642857142857142,328,410,107,72,580
2003,1455,29,0.6206896551724138,9.833333333333334,716,1564,0.4578005115089514,208,536,0.3880597014925373,452,617,0.7325769854132901,11.620689655172415,23.689655172413794,433,457,178,58,528
2003,1460,27,0.3333333333333333,6.444444444444445,636,1487,0.4277067921990585,169,518,0.32625482625482627,381,540,0.7055555555555556,9.666666666666666,20.666666666666668,315,325,157,70,537
2003,1461,29,0.6551724137931034,10.894736842105264,699,1541,0.4536015574302401,140,403,0.34739454094292804,576,829,0.6948130277442702,11.448275862068966,25.137931034482758,389,395,170,91,537
2003,1114,28,0.5714285714285714,9.0,668,1490,0.4483221476510067,190,512,0.37109375,435,628,0.6926751592356688,10.535714285714286,22.857142857142858,322,447,185,66,574
2003,1138,28,0.17857142857142858,15.8,652,1622,0.40197287299630086,151,517,0.29206963249516443,360,536,0.6716417910447762,13.571428571428571,22.642857142857142,354,406,180,58,636
2003,1155,28,0.5357142857142857,12.0,685,1551,0.44165054803352677,135,389,0.34704370179948585,411,626,0.6565495207667732,13.428571428571429,22.428571428571427,351,377,199,74,535
2003,1169,28,0.4642857142857143,10.384615384615385,681,1523,0.44714379514116875,170,481,0.35343035343035345,424,601,0.7054908485856906,12.428571428571429,22.214285714285715,357,479,239,56,638
2003,1173,29,0.8275862068965517,9.625,710,1572,0.45165394402035625,218,605,0.3603305785123967,473,661,0.7155824508320726,13.482758620689655,23.17241379310345,441,386,156,85,510
2003,1199,29,0.4827586206896552,14.428571428571429,718,1662,0.43200962695547535,186,559,0.33273703041144903,352,524,0.6717557251908397,10.620689655172415,24.0,404,432,274,130,549
2003,1204,26,0.5,7.0,720,1569,0.4588910133843212,160,450,0.35555555555555557,365,569,0.6414762741652021,13.5,22.923076923076923,354,411,192,96,505
2003,1227,29,0.7241379310344828,12.904761904761905,808,1695,0.4766961651917404,186,451,0.4124168514412417,386,646,0.5975232198142415,13.517241379310345,24.344827586206897,477,363,179,96,564
2003,1228,30,0.8,18.833333333333332,813,1674,0.48566308243727596,223,605,0.3685950413223141,414,573,0.7225130890052356,9.733333333333333,25.4,548,395,210,93,574
2003,1234,28,0.5357142857142857,13.8,679,1516,0.4478891820580475,134,467,0.28693790149892934,455,634,0.7176656151419558,11.321428571428571,25.035714285714285,405,421,186,112,496
2003,1268,28,0.6785714285714286,23.94736842105263,824,1774,0.4644870349492672,189,475,0.39789473684210525,425,604,0.7036423841059603,13.75,26.75,529,395,305,185,532
2003,1278,28,0.5714285714285714,13.125,722,1660,0.43493975903614457,212,582,0.3642611683848797,428,612,0.6993464052287581,13.107142857142858,24.821428571428573,457,428,206,180,569
2003,1286,25,0.36,8.88888888888889,540,1251,0.4316546762589928,157,443,0.3544018058690745,338,473,0.7145877378435518,8.64,21.56,319,352,134,45,405
2003,1332,32,0.71875,17.304347826086957,915,1984,0.46118951612903225,288,736,0.391304347826087,513,661,0.7760968229954615,11.375,24.5,559,487,257,89,670
